TwoClass	FourClass	ID	Text	https	http	Trump	people	police	country	America	President	Obama	Donald	state	U.S.	government	children	law	veterans	Americans	Hillary	time	day	God	Clinton	man	border	years	States	flag	world	refugees	illegals	life	immigration	nation	way	today	history	United	New	nothing	heroes	Muslims	citizens	freedom	video	war	immigrants	officer	lives	woman	officers	year	family	aliens	home	House	security	rights	media	care	benefits	times	soldiers	things	morning	men	American	school	cops	women	politicians	attack	something	news	Islam	patriots	money	terrorists	parents	city	thing	laws	criminals	Muslim	attacks	Black	child	York	wall	policy	share	right	administration	welfare	everyone	percentage	liberals	part	health	thousands	office
R	RNT	RN_TWT_Newsforums_2370	The Oregon standoff and America’s double standards on race and religion http://wapo.st/1Z51dHh  via @EugeneRobinson		0					0																																																																																													
R	RNT	RN_TWT_Newsforums_2371	Bernie Sanders mocks Donald Trump’s contention that the Chinese created climate change http://wapo.st/1Z4WJAD		0	0							-3																																																																																										
R	RNT	RN_TWT_Newsforums_2372	Obama to finalize executive actions on gun control next week http://wapo.st/1mWrZAo		-2							-2																																																																																											
R	RNT	RN_TWT_Newsforums_2373	BREAKING: Police say a body has been found in Haines Valley area of the North Shore on Tuesday. More to come. http://www.cbc.ca/news/canada/british-columbia/body-found-in-north-shore-mountains-1.2961137 …		0			0																																																																				0																											
R	RNT	RN_TWT_Newsforums_2374	Kiwi citizens push to fight for Aust http://bit.ly/1EzgPUo		-3																																								-3																																																										
R	RNT	RN_TWT_Newsforums_2375	From China to Italy: Vancouver writer documents journeys of Chinese immigrants http://ift.tt/1GfOiEM pic.twitter.com/nMV5AIjPJy		0																																												0																																																						
R	RNT	RN_TWT_Newsforums_2376	Cross-Canada prostitution ring broken up by police http://ift.tt/1InJgXO pic.twitter.com/ETHoL4tjqi		-4			-4																																																																																															
R	RNT	RN_TWT_Newsforums_2377	How violence shapes children for life http://wapo.st/22NTMkt		-4												-4																	-4																																																																					
R	RNT	RN_TWT_Newsforums_2378	Democrats are winning the Supreme Court fight over Merrick Garland. Big time. http://wapo.st/1WDRXa7		0																	0																																																																																	
R	RNT	RN_TWT_Newsforums_2379	"Bernie Sanders says of course Hillary Clinton is qualified to be president, seeks return to real issues http://wapo.st/22hJRTX"		0						0										0				0																																																																														
R	RNT	RN_TWT_Newsforums_2380	York Regional Police bust large marijuana grow-op which had been using medical cultivation licences as cover http://dlvr.it/QdlfLC pic.twitter.com/oJsiX0kH4v		0			0																																																																																		0													
R	RNT	RN_TWT_Newsforums_2381	The top 5 people Trump might pick as his running mate http://wapo.st/1NWyos7		2	2	2																																																																																																
R	RNT	RN_TWT_Newsforums_2382	Terror plot 'involved attack on Australian Federal Police building'. http://bit.ly/1SPiE7s pic.twitter.com/9SS60t5cWc		0			-5																																																																		-5																													
R	RNT	RN_TWT_Newsforums_2383	"B.C dad advocates for mentally ill son, better links between police and health system.  http://bit.ly/1MPbrBv pic.twitter.com/by40AchpmU"		0			-2																																																																																													-2		
R	RNT	RN_TWT_Newsforums_2384	The Abbotsford Police Department is investigating why its 911 service wasn't working for 2 hours on Thursday night.  https://buff.ly/2x96cgR pic.twitter.com/BSaIdIks2E	0				0																																																																																															
R	RNT	RN_TWT_Newsforums_2385	The smoking gun proving North Carolina Republicans tried to disenfranchise black voters http://wapo.st/2aQu0cL		-2																																																																																			-2															
R	RNT	RN_TWT_Newsforums_2386	"Police officer buys airline ticket for elderly, confused woman to reunite her with family http://ift.tt/1gRaMWn pic.twitter.com/cqW17FarXO"		-2			-2																																										-2		-2			-2																																																
R	RNT	RN_TWT_Newsforums_2387	"Police operation to get woman down from bridge in Eddy Ave, Sydney, is still ongoing. http://bit.ly/21skQXu pic.twitter.com/3zxZ4gpulY"		0			0																																												0																																																			
R	RNT	RN_TWT_Newsforums_2388	A 23-year-old Vancouver actor travelled North America to ask why many Millenials don't vote http://bit.ly/1LGkuH2 pic.twitter.com/CbA6IT8dpa		0					0																																												0																																																	
R	RNT	RN_TWT_Newsforums_2389	Canada-U.S. border wall idea ridiculed on social media http://ift.tt/1Ko0vxG pic.twitter.com/CWCWRuuc1b		-3																						-3																																		-3																														-3												
R	RNT	RN_TWT_Newsforums_2390	POLICE WARNING: Man who indecently assaulted 5yo girl could target more children http://bit.ly/1pkYnNW pic.twitter.com/5W9W0fFN4w		-7			-7									-7									-7																																																																													
R	RNT	RN_TWT_Newsforums_2391	He's here! Former US President @BarackObama has touched down in Sydney  http://bit.ly/2pwQIPG		0						0																																																																																												
R	RNT	RN_TWT_Newsforums_2392	"We will certainly welcome them with a smile, says immigration minister John McCallum on #SyrianRefugeeshttp://www.cbc.ca/1.3333623"																																5																																																																				
